temp,atemp,hum,season,weathersit,hr,cnt
0.26,0.2121,0.33,1,1,19,149
0.72,0.697,0.74,3,2,7,327
0.74,0.697,0.7,2,1,22,159
0.14,0.1515,0.54,1,1,8,235
0.46,0.4545,0.47,4,1,14,247
0.1,0.1364,0.49,1,1,0,14
0.44,0.4394,0.54,1,2,16,215
0.18,0.2121,0.74,2,1,4,5
0.32,0.3333,0.7,1,2,20,88
0.52,0.5,0.68,3,2,5,56
0.44,0.4394,0.21,1,1,22,134
0.46,0.4545,0.82,4,1,9,336
0.66,0.6061,0.78,3,1,1,67
0.44,0.4394,0.35,1,1,17,509
0.38,0.3939,0.87,2,3,15,38
0.58,0.5455,0.53,2,1,10,421
0.8,0.697,0.33,3,1,12,556
0.6,0.5455,0.88,3,3,16,141
0.38,0.3939,0.87,4,2,10,135
0.5,0.4848,0.77,4,1,8,213
0.82,0.7121,0.3,3,1,12,374
0.34,0.3182,0.76,2,1,5,6
0.7,0.6667,0.84,3,2,7,482
0.18,0.2121,0.64,1,2,9,157
0.34,0.3182,0.19,1,1,16,98
0.16,0.1818,0.93,1,3,18,95
0.84,0.7879,0.49,2,1,9,168
0.2,0.2121,0.69,2,1,1,5
0.18,0.197,0.47,1,1,20,57
0.8,0.7121,0.36,3,1,11,357
0.52,0.5,0.55,2,2,1,64
0.72,0.6667,0.54,3,3,12,584
0.44,0.4394,0.54,2,2,19,164
0.64,0.6061,0.69,3,1,4,13
0.5,0.4848,0.77,4,1,8,499
0.74,0.6515,0.33,3,1,19,455
0.52,0.5,0.88,4,2,7,421
0.68,0.6364,0.69,3,2,23,178
0.4,0.4091,0.82,4,3,16,333
0.62,0.6212,0.35,3,1,16,466
0.2,0.2121,0.59,1,1,21,47
0.74,0.6818,0.62,3,1,21,209
0.32,0.2879,0.39,1,2,12,224
0.44,0.4394,1.0,4,3,12,33
0.46,0.4545,0.63,4,1,2,67
0.7,0.6364,0.39,1,1,15,264
0.82,0.7727,0.49,2,1,15,256
0.68,0.6364,0.51,3,1,0,84
0.44,0.4394,0.54,4,1,18,335
0.9,0.8182,0.35,3,1,12,276
0.46,0.4545,0.38,4,1,14,274
0.54,0.5152,0.52,2,1,20,323
0.44,0.4394,0.77,4,2,7,531
0.38,0.3939,0.82,4,1,6,98
0.44,0.4394,0.94,2,2,21,14
0.48,0.4697,0.72,1,1,3,4
0.76,0.7121,0.58,3,1,10,198
0.82,0.7879,0.56,2,1,15,460
0.54,0.5152,0.73,3,1,3,4
0.4,0.4091,0.4,1,1,22,118
0.28,0.2576,0.28,1,1,12,118
0.54,0.5152,0.56,4,1,9,409
0.66,0.5909,0.89,3,2,7,360
0.8,0.7424,0.49,3,1,8,550
0.7,0.6515,0.65,3,1,21,242
0.66,0.6061,0.78,2,1,8,131
0.44,0.4394,0.33,1,1,21,114
0.36,0.3333,0.5,1,1,12,191
0.22,0.1818,0.32,1,1,14,72
0.7,0.6515,0.51,3,2,23,211
0.34,0.3333,0.42,1,2,17,396
0.42,0.4242,0.82,4,2,0,21
0.68,0.6364,0.36,2,1,14,678
0.82,0.7273,0.38,3,1,16,416
0.34,0.3333,0.76,4,1,7,254
0.6,0.5909,0.73,2,2,16,332
0.26,0.2424,0.3,1,1,14,77
0.64,0.6061,0.65,3,1,21,223
0.5,0.4848,0.72,4,2,9,334
0.66,0.6212,0.41,3,1,9,282
0.66,0.6061,0.83,3,1,20,250
0.6,0.5606,0.83,3,2,4,7
0.26,0.2273,0.33,1,1,11,46
0.42,0.4242,0.35,1,1,16,266
0.72,0.6667,0.51,2,2,12,401
0.24,0.2424,0.7,1,2,23,31
0.74,0.6667,0.48,3,1,19,633
0.62,0.5758,0.83,2,2,1,20
0.52,0.5,0.94,2,3,13,196
0.76,0.697,0.52,2,2,11,151
0.66,0.6212,0.54,3,1,21,261
0.22,0.2121,0.69,1,1,4,1
0.74,0.697,0.7,3,1,9,290
0.82,0.7424,0.43,3,1,13,288
0.62,0.5455,0.94,4,3,15,61
0.86,0.8182,0.5,3,1,10,226
0.64,0.5758,0.89,3,1,1,134
0.8,0.697,0.33,3,1,16,327
0.24,0.2879,0.52,1,1,21,66
0.44,0.4394,0.67,4,1,1,12
0.46,0.4545,0.94,1,3,2,3
0.46,0.4545,0.41,2,2,22,108
0.42,0.4242,0.41,2,3,20,79
0.82,0.7121,0.3,3,1,12,169
0.4,0.4091,0.5,4,2,14,185
0.74,0.6818,0.58,3,1,12,409
0.66,0.6061,0.83,3,1,1,28
0.26,0.2727,0.6,4,1,23,59
0.64,0.5758,0.89,3,1,5,41
0.22,0.2424,0.69,1,1,3,4
0.82,0.8636,0.71,3,2,10,78
0.24,0.2879,0.75,1,1,4,1
0.6,0.6061,0.26,2,1,18,800
0.42,0.4242,0.94,1,2,0,11
0.26,0.2273,0.44,4,1,1,10
0.74,0.6818,0.55,3,1,17,851
0.74,0.6818,0.58,3,1,9,227
0.76,0.697,0.55,3,1,13,178
0.7,0.6667,0.79,2,2,7,284
0.58,0.5455,0.3,4,1,17,898
0.46,0.4545,0.59,4,1,19,278
0.28,0.3182,0.87,4,1,22,129
0.32,0.3333,0.57,4,2,8,711
0.5,0.4848,0.88,4,2,2,90
0.3,0.2879,0.87,1,1,20,69
0.72,0.6515,0.39,2,2,16,471
0.78,0.7576,0.66,3,1,4,6
0.48,0.4697,0.59,1,2,17,164
0.64,0.6212,0.53,2,1,13,614
0.82,0.7879,0.56,2,1,14,315
0.26,0.2727,0.52,1,1,1,4
0.38,0.3939,0.87,1,1,18,135
0.74,0.697,0.7,3,1,17,808
0.74,0.7121,0.79,3,1,1,34
0.54,0.5152,0.88,2,3,10,91
0.44,0.4394,0.77,3,1,4,6
0.54,0.5152,0.77,2,1,9,331
0.2,0.1818,0.47,1,1,22,65
0.3,0.2727,0.56,1,1,19,118
0.32,0.303,0.57,1,2,8,63
0.22,0.2121,0.51,1,1,17,196
0.6,0.6212,0.43,2,1,18,776
0.8,0.7121,0.38,2,1,16,308
0.4,0.4091,0.87,1,2,6,82
0.56,0.5303,0.37,2,1,13,308
0.32,0.3333,0.93,1,2,3,2
0.78,0.7121,0.52,3,3,23,110
0.78,0.7424,0.59,3,1,12,323
0.42,0.4242,0.88,4,2,8,398
0.74,0.697,0.7,3,1,19,662
0.62,0.5909,0.78,2,1,21,299
0.6,0.6212,0.53,2,1,5,30
0.64,0.6061,0.69,2,3,17,285
0.36,0.3636,0.76,4,2,5,21
0.84,0.7576,0.44,3,1,12,286
0.62,0.6212,0.41,2,1,20,337
0.3,0.2879,0.93,2,2,21,54
0.72,0.6515,0.28,3,1,15,317
0.78,0.7424,0.62,3,1,15,270
0.6,0.5152,0.94,4,2,3,8
0.74,0.6667,0.42,3,1,19,385
0.64,0.6061,0.69,3,1,3,6
0.84,0.7273,0.32,3,1,11,128
0.5,0.4848,0.63,3,2,21,163
0.62,0.6061,0.61,3,1,7,51
0.72,0.6364,0.26,2,1,9,225
0.7,0.6515,0.48,4,1,11,304
0.34,0.3485,0.81,2,2,5,18
0.64,0.6212,0.36,2,1,12,559
0.66,0.6212,0.74,3,2,5,6
0.46,0.4545,0.67,1,2,19,89
0.56,0.5303,0.37,4,1,16,285
0.36,0.3485,0.81,1,2,11,75
0.48,0.4697,0.82,1,2,11,56
0.32,0.303,0.53,1,1,4,2
0.4,0.4091,0.62,2,1,5,7
0.38,0.3939,0.4,4,1,17,403
0.24,0.2424,0.81,1,2,5,8
0.62,0.5909,0.78,3,2,7,442
0.24,0.2879,0.6,1,2,8,57
0.64,0.5758,0.89,2,2,8,694
0.5,0.4848,1.0,2,2,7,257
0.64,0.5758,0.89,3,1,22,217
0.5,0.4848,0.82,2,2,4,5
0.46,0.4545,0.77,4,3,17,225
0.38,0.3939,0.76,1,2,13,103
0.26,0.2727,0.7,1,1,23,29
0.24,0.2879,0.65,4,1,1,14
0.84,0.7879,0.49,3,1,8,109
0.3,0.2727,0.56,4,1,9,141
0.3,0.303,0.93,1,1,23,26
0.3,0.3182,0.65,4,1,1,15
0.64,0.5909,0.78,3,3,11,272
0.1,0.1212,0.74,1,1,8,216
0.74,0.7121,0.74,3,1,5,14
0.52,0.5,0.68,4,2,11,118
0.6,0.5606,0.83,2,2,8,622
0.32,0.303,0.66,1,1,10,99
0.04,0.0,0.41,1,2,1,12
0.42,0.4242,0.94,4,2,20,200
0.64,0.6061,0.65,2,1,5,31
0.16,0.1515,0.59,4,1,1,62
0.56,0.5303,0.94,3,1,20,253
0.32,0.3182,0.45,1,2,15,70
0.84,0.7273,0.3,3,1,13,180
0.36,0.3485,0.71,4,1,6,85
0.4,0.4091,0.62,4,2,16,372
0.72,0.6364,0.23,2,1,19,379
0.62,0.6061,0.69,3,1,5,8
0.22,0.2424,0.64,1,2,5,10
0.52,0.5,0.88,2,3,18,398
0.68,0.6364,0.74,3,1,3,32
0.66,0.6061,0.83,2,2,10,251
0.34,0.3333,0.57,4,2,23,82
0.36,0.3636,0.57,4,1,10,219
0.66,0.6212,0.41,4,1,15,270
0.42,0.4242,0.58,2,1,8,337
0.2,0.2273,0.51,1,1,1,5
0.42,0.4242,0.16,4,1,16,339
0.28,0.2879,0.45,1,2,11,153
0.52,0.5,0.29,1,1,16,298
0.84,0.7121,0.26,3,1,17,584
0.32,0.3333,0.29,1,1,14,78
0.36,0.3333,0.34,1,2,11,187
0.54,0.5152,0.94,4,3,11,120
0.62,0.6212,0.53,1,1,14,690
0.3,0.3182,0.87,4,1,5,25
0.4,0.4091,0.54,4,1,12,236
0.7,0.6515,0.61,3,1,1,10
0.24,0.2879,0.75,4,1,23,45
0.78,0.7576,0.66,3,1,4,13
0.38,0.3939,0.32,4,1,13,224
0.6,0.5758,0.78,4,2,23,115
0.62,0.5758,0.83,3,1,23,69
0.44,0.4394,0.33,4,2,6,82
0.5,0.4848,0.31,2,1,14,224
0.74,0.697,0.66,3,1,18,482
0.74,0.697,0.7,2,1,10,183
0.66,0.6212,0.65,3,1,20,299
0.7,0.6667,0.84,3,3,14,229
0.82,0.7576,0.46,3,1,17,382
0.66,0.5909,0.89,3,1,0,35
0.72,0.697,0.74,3,1,4,14
0.8,0.7424,0.49,3,1,17,552
0.4,0.4091,0.62,2,1,20,209
0.06,0.0758,0.45,1,1,20,45
0.62,0.5758,0.83,4,2,9,426
0.42,0.4242,0.3,4,1,13,363
0.64,0.6212,0.47,4,1,13,305
0.54,0.5152,0.39,2,1,14,452
0.56,0.5303,0.6,1,2,12,251
0.52,0.5,0.59,2,1,2,89
0.46,0.4545,0.82,2,1,6,22
0.82,0.7576,0.46,3,1,12,377
0.34,0.303,0.49,4,2,1,89
0.48,0.4697,1.0,2,3,7,32
0.42,0.4242,0.54,4,2,16,424
0.66,0.6212,0.61,2,1,20,290
0.38,0.3939,0.66,4,2,11,197
0.72,0.6515,0.34,2,1,19,591
0.28,0.2576,0.45,1,1,7,325
0.14,0.2121,0.59,1,1,10,108
0.6,0.6212,0.35,2,3,14,378
0.26,0.303,0.87,4,1,7,26
0.42,0.4242,0.32,4,1,18,374
0.6,0.5455,0.88,2,2,5,27
0.4,0.4091,0.82,1,2,23,91
0.4,0.4091,0.71,2,1,9,185
0.34,0.303,0.53,2,1,12,95
0.6,0.5455,0.88,2,2,3,4
0.8,0.7879,0.63,3,1,23,164
0.72,0.6667,0.58,2,2,22,164
0.24,0.2879,0.44,4,1,10,194
0.66,0.6061,0.83,3,1,5,42
0.56,0.5303,0.83,4,2,4,6
0.8,0.7121,0.36,3,1,13,221
0.84,0.7424,0.36,3,2,19,497
0.52,0.5,0.63,3,1,2,89
0.48,0.4697,1.0,2,1,3,4
0.6,0.6061,0.64,4,2,14,351
0.3,0.2879,0.7,1,2,21,70
0.72,0.6667,0.58,3,1,22,244
0.6,0.5455,0.88,3,2,22,180
0.42,0.4242,0.67,4,2,5,4
0.26,0.2424,0.81,1,2,8,44
0.46,0.4545,0.88,2,1,5,5
0.64,0.5758,0.89,3,3,17,285
0.7,0.6515,0.48,2,1,12,145
0.46,0.4545,0.31,2,2,18,172
0.72,0.6667,0.54,3,2,4,12
0.24,0.2273,0.65,1,1,20,119
0.48,0.4697,0.88,2,2,2,3
0.62,0.5606,0.88,3,1,6,140
0.48,0.4697,0.77,1,3,16,129
0.46,0.4545,1.0,2,2,5,17
0.6,0.5909,0.73,2,2,17,723
0.48,0.4697,0.33,4,1,17,74
0.7,0.6667,0.74,3,1,7,516
0.64,0.5909,0.78,2,1,0,54
0.22,0.197,0.55,1,1,10,143
0.22,0.2273,0.93,1,3,8,78
0.74,0.6818,0.55,3,2,8,624
0.5,0.4848,0.63,2,2,14,551
0.36,0.3333,0.81,4,3,15,62
0.2,0.1818,0.32,1,1,8,223
0.5,0.4848,0.34,4,1,17,184
0.26,0.2727,0.6,1,1,0,34
0.58,0.5455,0.78,2,2,22,169
0.56,0.5303,0.68,3,1,1,13
0.32,0.2879,0.36,1,1,14,77
0.52,0.5,0.63,1,1,1,27
0.82,0.7576,0.46,3,1,11,167
0.7,0.6515,0.58,2,1,14,385
0.66,0.6212,0.65,4,1,9,335
0.32,0.3333,0.66,1,2,21,122
0.54,0.5152,0.64,2,1,1,94
0.22,0.2424,0.93,1,2,1,5
0.22,0.2273,0.47,1,1,11,64
0.58,0.5455,0.68,2,2,10,157
0.62,0.6061,0.69,2,1,12,187
0.36,0.3485,0.81,2,2,0,43
0.54,0.5152,0.68,2,1,6,47
0.22,0.197,0.37,1,1,14,47
0.52,0.5,0.88,4,2,2,19
0.62,0.5606,0.88,3,1,6,145
0.8,0.7727,0.59,2,1,19,514
0.24,0.2121,0.65,1,2,22,56
0.46,0.4545,0.28,2,2,17,274
0.36,0.3485,0.81,2,2,23,64
0.64,0.6212,0.57,2,2,17,594
0.62,0.6212,0.53,4,1,17,591
0.7,0.6515,0.54,2,1,17,643
0.56,0.5303,0.52,2,1,22,193
0.38,0.3939,0.58,2,1,7,271
0.26,0.2727,0.7,4,1,9,124
0.34,0.3333,0.27,1,1,18,235
0.72,0.6667,0.58,2,1,12,358
0.36,0.3788,1.0,4,2,21,209
0.44,0.4394,0.54,4,2,5,10
0.7,0.6515,0.58,2,1,17,306
0.22,0.2121,0.55,1,1,6,40
0.26,0.2273,0.56,1,2,1,28
0.64,0.5758,0.89,3,2,21,221
0.36,0.3788,0.71,4,1,22,122
0.74,0.6667,0.48,3,1,15,212
0.24,0.2879,0.48,1,1,21,91
0.68,0.6364,0.61,3,2,3,9
0.22,0.2727,0.69,1,1,1,11
0.14,0.1364,0.5,1,1,8,202
0.56,0.5303,0.37,1,1,16,288
0.34,0.303,0.49,4,2,9,219
0.44,0.4394,0.77,4,1,8,132
0.54,0.5152,0.73,2,1,22,152
0.38,0.3939,0.82,4,3,18,107
0.14,0.1212,0.39,1,1,8,220
0.32,0.303,0.66,1,2,19,36
0.36,0.3485,0.81,4,1,12,329
0.34,0.2879,0.42,1,2,8,501
0.6,0.5152,0.94,4,3,4,8
0.34,0.3485,0.49,1,1,21,134
0.36,0.3636,0.27,1,1,15,168
0.76,0.6818,0.48,3,1,19,610
0.7,0.6515,0.65,3,2,8,118
0.28,0.2424,0.56,1,2,21,60
0.58,0.5455,0.68,3,1,9,383
0.88,0.7576,0.28,3,1,15,163
0.3,0.3333,0.61,1,2,3,1
0.48,0.4697,0.82,2,2,0,90
0.54,0.5152,0.77,2,1,3,32
0.8,0.697,0.29,3,1,14,142
0.82,0.803,0.59,3,1,12,374
0.34,0.3182,0.46,1,1,18,181
0.46,0.4545,0.88,4,1,22,215
0.4,0.4091,0.76,4,2,17,495
0.2,0.2576,0.47,1,1,19,110
0.54,0.5152,0.64,2,2,16,141
0.88,0.803,0.39,3,1,19,499
0.22,0.2121,0.51,1,1,10,97
0.34,0.3636,0.49,4,1,22,88
0.52,0.5,0.72,3,1,2,11
0.42,0.4242,0.47,1,1,21,197
0.52,0.5,0.88,4,2,7,352
0.3,0.303,0.87,2,2,18,177
0.42,0.4242,0.82,4,1,7,51
0.5,0.4848,0.82,2,3,1,7
0.22,0.2273,0.87,1,1,6,5
0.52,0.5,1.0,2,3,12,279
0.8,0.7121,0.38,3,2,14,369
0.36,0.3333,0.5,1,1,18,95
0.38,0.3939,0.66,1,1,23,49
0.74,0.6515,0.3,3,1,14,225
0.74,0.6818,0.58,3,1,8,349
0.64,0.5758,0.83,3,1,3,7
0.7,0.6515,0.51,4,2,13,410
0.74,0.6515,0.4,3,1,20,567
0.26,0.2273,0.6,1,1,10,183
0.18,0.197,0.8,1,2,10,61
0.6,0.5455,0.88,4,1,2,9
0.54,0.5152,0.73,3,1,3,46
0.48,0.4697,0.94,2,1,23,72
0.6,0.6212,0.33,4,1,14,654
0.72,0.697,0.74,2,1,23,146
0.74,0.6818,0.55,2,2,18,381
0.54,0.5152,0.6,2,1,13,638
0.78,0.7424,0.59,2,1,19,306
0.6,0.6212,0.56,2,1,0,47
0.64,0.5758,0.83,2,1,23,125
0.62,0.5909,0.73,3,1,1,20
0.32,0.3182,0.87,2,2,5,9
0.74,0.6818,0.62,3,1,20,366
0.74,0.697,0.66,2,1,11,160
0.62,0.6061,0.25,2,1,16,525
0.7,0.2424,0.58,3,1,9,378
0.72,0.6818,0.62,3,2,11,216
0.78,0.697,0.43,3,2,23,183
0.3,0.2879,0.52,4,1,22,79
0.6,0.6061,0.64,2,1,20,276
0.5,0.4848,0.77,3,1,3,7
0.7,0.6667,0.79,3,1,21,250
0.36,0.3485,0.93,4,1,7,355
0.32,0.303,0.93,2,3,19,55
0.62,0.5909,0.73,3,1,2,6
0.46,0.4545,0.67,3,1,19,232
0.46,0.4545,0.36,4,1,12,326
0.42,0.4242,0.47,1,1,8,48
0.54,0.5152,0.45,2,1,6,106
0.3,0.2727,0.7,1,1,7,10
0.8,0.7424,0.49,3,1,15,236
0.32,0.2879,0.39,1,2,14,219
0.24,0.2576,0.7,1,1,2,44
0.22,0.2273,0.44,4,1,1,36
0.2,0.197,0.51,1,1,23,49
0.24,0.2576,0.87,1,2,4,1
0.62,0.6061,0.61,4,2,21,313
0.76,0.697,0.52,3,1,16,271
0.8,0.7273,0.43,2,2,14,146
0.6,0.5909,0.73,2,1,17,729
0.2,0.2121,0.69,1,2,4,1
0.18,0.197,0.59,1,1,7,260
0.72,0.697,0.74,3,2,17,269
0.74,0.6515,0.3,3,1,16,320
0.62,0.5758,0.83,2,1,5,7
0.56,0.5303,0.6,4,1,17,585
0.3,0.2879,0.56,4,2,19,402
0.42,0.4242,0.67,2,1,10,380
0.7,0.6667,0.84,3,2,0,29
0.48,0.4697,0.2,2,1,22,182
0.6,0.5758,0.78,2,1,0,89
0.72,0.697,0.79,3,1,21,190
0.42,0.4242,0.62,4,2,16,395
0.42,0.4242,0.35,4,1,13,217
0.68,0.6364,0.44,3,2,12,207
0.84,0.803,0.53,3,1,16,414
0.34,0.303,0.76,1,2,5,13
0.64,0.6212,0.27,2,2,14,660
0.32,0.3182,0.81,4,1,6,93
0.56,0.5303,0.88,2,1,4,4
0.4,0.4091,0.82,4,1,1,15
0.34,0.3485,0.87,4,1,4,4
0.24,0.2273,0.65,1,1,2,14
0.26,0.2727,0.75,1,1,6,7
0.56,0.5303,0.73,2,1,18,813
0.16,0.2273,0.69,4,1,8,72
0.76,0.6818,0.45,3,1,17,600
0.16,0.1818,0.47,1,1,0,44
0.6,0.5758,0.78,2,2,11,189
0.6,0.5455,0.88,4,2,12,104
0.52,0.5,0.77,4,1,20,202
0.68,0.6364,0.79,3,1,3,6
0.62,0.6212,0.41,2,1,13,303
0.28,0.2576,0.57,1,2,14,128
0.62,0.5152,1.0,3,3,23,26
0.3,0.303,0.52,1,1,1,58
0.66,0.6212,0.69,2,1,16,277
0.8,0.7424,0.52,3,2,11,198
0.34,0.2879,0.87,4,3,20,26
0.8,0.7121,0.41,2,2,16,427
0.66,0.5909,0.89,3,1,2,77
0.64,0.5758,0.89,3,2,7,421
0.68,0.6364,0.79,3,1,3,6
0.64,0.6061,0.73,3,2,0,120
0.56,0.5303,0.68,3,2,0,26
0.36,0.3333,0.66,1,2,23,73
0.4,0.4091,0.43,1,1,18,410
0.74,0.7121,0.74,3,1,21,268
0.36,0.3333,0.71,1,1,16,103
0.42,0.4242,0.58,4,1,1,117
0.82,0.7727,0.52,3,1,19,665
0.46,0.4545,0.55,2,2,8,339
0.58,0.5455,0.21,1,1,21,72
0.76,0.7424,0.72,3,1,2,58
0.26,0.2576,0.48,4,1,0,30
0.54,0.5152,0.94,3,3,15,89
0.64,0.5758,0.83,2,1,9,289
0.62,0.5606,0.88,2,1,22,175
0.62,0.6212,0.35,3,1,15,311
0.6,0.6061,0.6,2,2,1,11
0.56,0.5303,0.88,2,1,7,87
0.54,0.5152,0.49,2,1,20,239
0.7,0.6515,0.7,3,3,20,452
0.56,0.5303,0.73,3,1,2,30
0.3,0.2879,0.36,2,1,12,227
0.82,0.7424,0.41,3,1,16,452
0.72,0.697,0.74,3,2,4,11
0.72,0.6818,0.62,2,1,21,223
0.36,0.3636,0.57,4,1,0,249
0.44,0.4394,0.18,4,1,14,182
0.54,0.5152,0.56,4,1,12,390
0.2,0.2273,0.59,1,1,8,428
0.74,0.6667,0.48,3,1,21,245
0.76,0.6818,0.45,3,1,18,570
0.72,0.6818,0.7,3,1,3,43
0.36,0.3485,0.81,4,2,2,4
0.5,0.4848,0.72,4,2,20,360
0.32,0.3485,0.42,1,2,15,84
0.6,0.5606,0.83,3,2,0,59
0.24,0.2273,0.48,1,1,4,2
0.32,0.303,0.81,2,2,21,152
0.52,0.5,0.72,4,1,11,367
0.56,0.5303,0.49,1,2,20,286
0.52,0.5,0.55,2,1,21,267
0.32,0.3182,0.76,2,2,20,203
0.7,0.6515,0.65,3,1,3,2
0.7,0.6667,0.79,3,1,19,419
0.56,0.5303,0.68,2,2,12,263
0.46,0.4545,0.44,4,1,18,153
0.34,0.303,0.46,1,1,4,2
0.5,0.4848,0.59,4,1,5,49
0.38,0.3939,0.62,1,1,0,38
0.34,0.3333,0.71,1,1,4,2
0.54,0.5152,0.88,2,1,1,50
0.9,0.7727,0.25,3,1,13,283
0.8,0.697,0.31,3,1,11,211
0.42,0.4242,0.58,2,1,6,46
0.36,0.3485,0.87,1,2,20,100
0.6,0.5,1.0,3,3,0,14
0.8,0.697,0.29,3,1,15,249
0.66,0.6061,0.83,3,1,2,16
0.6,0.5152,0.94,4,2,7,515
0.62,0.6212,0.5,4,1,19,539
0.74,0.7121,0.79,3,2,2,6
0.76,0.7121,0.62,3,1,10,190
0.36,0.3333,1.0,1,3,16,11
0.34,0.3182,0.71,1,1,10,116
0.68,0.6364,0.69,3,1,10,141
0.7,0.6515,0.54,4,1,12,743
0.56,0.5303,0.88,2,3,5,15
0.76,0.6667,0.35,3,1,11,170
0.6,0.5758,0.78,2,2,6,161
0.68,0.6364,0.79,3,2,15,253
0.9,0.8485,0.42,3,1,15,238
0.7,0.6667,0.74,3,1,21,234
0.16,0.1212,0.4,1,1,15,155
0.7,0.6667,0.79,3,1,4,11
0.64,0.6212,0.41,2,1,10,187
0.46,0.4545,0.59,4,1,22,143
0.66,0.6212,0.61,2,1,20,274
0.24,0.2121,0.32,2,1,1,4
0.68,0.6364,0.83,3,1,1,12
0.76,0.6667,0.29,2,1,17,793
0.42,0.4242,0.71,4,1,18,185
0.46,0.4545,0.94,4,2,5,17
0.54,0.5152,0.88,3,2,6,72
0.42,0.4242,0.67,4,1,20,159
0.2,0.2576,0.75,1,2,8,388
0.14,0.2121,0.86,1,2,8,12
0.46,0.4545,0.59,2,2,13,143
0.7,0.6515,0.65,3,1,8,454
0.28,0.2727,0.65,1,2,23,30
0.66,0.6061,0.83,4,1,18,553
0.4,0.4091,0.86,4,2,7,245
0.3,0.303,0.93,2,3,21,28
0.2,0.2273,0.29,1,1,11,50
0.16,0.1212,0.4,1,1,14,111
0.6,0.6212,0.31,1,1,14,81
0.32,0.3333,0.49,1,1,9,289
0.16,0.1364,0.47,1,2,1,42
0.5,0.4848,0.94,2,2,7,169
0.84,0.7273,0.32,3,1,17,401
0.24,0.2424,0.65,1,2,20,71
0.6,0.6061,0.28,2,1,2,6
0.52,0.5,0.53,1,1,10,117
0.16,0.1364,0.4,1,1,18,48
0.52,0.5,0.94,2,1,8,80
0.5,0.4848,0.51,4,1,12,180
0.6,0.5909,0.73,2,1,3,2
0.6,0.6061,0.28,2,1,21,270
0.36,0.3333,0.4,2,1,10,238
0.54,0.5152,0.73,4,1,20,246
0.6,0.5758,0.78,2,1,11,322
0.58,0.5455,0.19,1,1,13,120
0.28,0.2576,0.3,1,1,13,71
0.62,0.5909,0.78,2,2,5,45
0.54,0.5152,0.77,3,1,4,12
0.6,0.5909,0.73,2,2,11,104
0.4,0.4091,0.35,1,1,22,36
0.1,0.1364,0.54,1,1,6,13
0.22,0.2273,0.75,1,3,14,50
0.7,0.6667,0.74,3,2,23,114
0.6,0.5455,0.88,3,1,0,128
0.22,0.2121,0.69,1,2,19,58
0.4,0.4091,0.94,2,2,7,39
0.74,0.6667,0.48,2,1,17,452
0.36,0.3485,0.93,1,1,5,8
0.76,0.7121,0.62,3,1,0,46
0.4,0.4091,0.4,2,1,4,7
0.42,0.4242,0.88,1,3,21,39
0.44,0.4394,0.51,4,1,13,194
0.56,0.5303,0.56,2,1,2,19
0.6,0.5455,0.88,4,1,0,36
0.36,0.3636,0.57,4,3,9,331
0.66,0.6212,0.74,3,1,3,8
0.56,0.5303,0.83,2,1,0,95
0.7,0.6364,0.37,3,1,17,671
0.42,0.4242,0.77,2,3,1,13
0.5,0.4848,0.63,4,2,15,301
0.6,0.5152,0.94,4,3,2,106
0.54,0.5152,0.94,3,2,4,4
0.56,0.5303,0.88,2,1,6,80
0.74,0.697,0.66,3,1,20,523
0.64,0.5758,0.89,2,3,10,125
0.34,0.2879,0.87,4,3,19,33
0.38,0.3939,0.76,1,1,15,76
0.62,0.5909,0.73,4,1,19,500
0.72,0.6818,0.66,3,2,14,380
0.78,0.697,0.43,3,1,14,229
0.52,0.5,0.29,2,1,16,440
0.66,0.6212,0.39,4,1,16,495
0.26,0.2576,1.0,2,3,23,27
0.6,0.5152,0.94,4,1,23,71
0.64,0.5909,0.78,3,1,8,94
0.32,0.303,0.57,1,2,10,78
0.44,0.4394,0.77,4,1,3,1
0.84,0.7273,0.3,2,1,15,475
0.52,0.5,0.83,2,2,0,52
0.84,0.7727,0.47,3,1,15,292
0.8,0.7576,0.55,2,1,16,334
0.3,0.303,0.49,1,2,14,261
0.8,0.7727,0.59,3,2,18,513
0.34,0.3182,0.36,1,1,11,163
0.38,0.3939,0.68,4,2,10,298
0.36,0.3333,0.43,1,1,11,299
0.74,0.6818,0.55,3,2,20,447
0.12,0.1515,0.58,1,1,4,8
0.42,0.4242,0.94,4,1,4,10
0.86,0.803,0.47,3,1,9,179
0.44,0.4394,0.51,1,1,19,331
0.44,0.4394,0.67,4,1,8,426
0.64,0.5758,0.89,2,2,7,402
0.66,0.6212,0.69,3,1,0,47
0.56,0.5303,0.49,2,2,13,169
0.22,0.197,0.75,1,3,9,122
0.7,0.6515,0.65,2,1,15,138
0.62,0.5758,0.83,3,1,4,6
0.62,0.6061,0.61,4,1,12,316
0.5,0.4848,0.59,4,2,7,65
0.62,0.5909,0.78,2,1,0,47
0.38,0.3939,0.82,1,1,6,40
0.34,0.303,0.61,4,1,9,334
0.64,0.6212,0.41,4,1,18,584
0.26,0.2576,0.56,1,1,21,19
0.5,0.4848,0.72,2,1,17,419
0.6,0.6061,0.28,4,1,14,303
0.72,0.6667,0.54,4,2,12,288
0.28,0.2576,0.45,1,1,5,4
0.56,0.5303,0.73,4,1,21,196
0.82,0.7576,0.46,3,2,20,288
0.5,0.4848,0.68,2,1,2,11
0.24,0.2424,0.87,1,2,15,129
